WorkerID,taskID,startTime,endTime,TaskCompletionTime
2,88_R0,1607059540.88235,1607059542.8968794,2.0145294666290283
1,92_M0,1607059540.1233284,1607059543.231976,3.108647584915161
2,87_R1,1607059539.3553283,1607059543.506143,4.150814771652222
1,93_R0,1607059542.607223,1607059543.6215937,1.0143706798553467
3,94_M1,1607059540.6177564,1607059543.6221173,3.0043609142303467
1,94_M0,1607059540.6174886,1607059543.632394,3.0149054527282715
2,90_R0,1607059542.7141938,1607059543.7330232,1.018829345703125
1,92_R0,1607059543.239721,1607059544.2430074,1.003286361694336
2,91_R0,1607059541.2767947,1607059544.2882473,3.0114526748657227
2,91_R1,1607059541.2776,1607059544.3477054,3.0701053142547607
1,95_M0,1607059542.8213851,1607059544.836994,2.015608787536621
2,95_M1,1607059542.821579,1607059544.8458803,2.024301290512085
2,95_R0,1607059544.846667,1607059545.8485365,1.0018694400787354
2,95_R1,1607059544.8473456,1607059545.8691735,1.0218279361724854
2,96_M0,1607059544.3390903,1607059546.3473444,2.008254051208496
1,94_R0,1607059543.63431,1607059546.6422417,3.007931709289551
1,97_M0,1607059545.6726298,1607059547.7171822,2.0445523262023926
1,97_M2,1607059545.6731563,1607059547.760359,2.087202787399292
2,98_M2,1607059547.1877713,1607059548.215259,1.0274877548217773
1,98_M1,1607059547.1874714,1607059549.1976285,2.0101571083068848
2,97_M1,1607059545.6729355,1607059549.7418332,4.068897724151611
3,99_M1,1607059547.745118,1607059549.754894,2.0097761154174805
2,97_M3,1607059545.673326,1607059549.8026788,4.129352807998657
2,96_R0,1607059546.3503585,1607059550.37525,4.02489161491394
1,99_M0,1607059547.744739,1607059550.7487543,3.0040152072906494
2,98_M0,1607059547.1865852,1607059551.2094398,4.022854566574097
2,98_R0,1607059551.210278,1607059552.4193413,1.2090632915496826
2,97_R0,1607059549.804115,1607059553.814385,4.0102698802948
1,99_R0,1607059550.7542143,1607059554.7598896,4.005675315856934
2,98_R1,1607059551.2157993,1607059555.4636872,4.247887849807739
